x,y
-1,-3
-0.995,-2.5309632746999942
-0.98999999999999999,-2.083508390399996
-0.98499999999999999,-1.6571232020999913
-0.97999999999999998,-1.2513020928000032
-0.97499999999999998,-0.86554593750000186
-0.96999999999999997,-0.4993620671999861
-0.96499999999999997,-0.15226423289999436
-0.95999999999999996,0.17622743040000488
-0.95499999999999996,0.48658643969999571
-0.94999999999999996,0.77927999999999686
-0.94499999999999995,1.0547690402999932
-0.93999999999999995,1.3135082495999963
-0.93500000000000005,1.5559461129000018
-0.92999999999999994,1.7825249472000091
-0.92500000000000004,1.9936809375000069
-0.92000000000000004,2.1898441727999973
-0.91500000000000004,2.3714386820999902
-0.91000000000000003,2.5388824703999964
-0.90500000000000003,2.6925875546999958
-0.90000000000000002,2.832960000000007
-0.89500000000000002,2.9603999553000069
-0.89000000000000001,3.0753016896000052
-0.88500000000000001,3.1780536278999936
-0.88,3.2690383871999957
-0.875,3.3486328125
-0.87,3.4172080128000051
-0.86499999999999999,3.4751293970999981
-0.85999999999999999,3.522756710399999
-0.85499999999999998,3.5604440697000008
-0.84999999999999998,3.5885400000000027
-0.84499999999999997,3.6073874702999968
-0.83999999999999997,3.6173239295999995
-0.83499999999999996,3.6186813428999978
-0.82999999999999996,3.611786227200005
-0.82499999999999996,3.5969596875000045
-0.82000000000000006,3.5745174527999937
-0.81499999999999995,3.5447699121000014
-0.81000000000000005,3.5080221503999982
-0.80499999999999994,3.464573984700003
-0.80000000000000004,3.4147200000000013
-0.79500000000000004,3.3587495853000018
-0.79000000000000004,3.2969469696000009
-0.78500000000000003,3.2295912579000019
-0.78000000000000003,3.1569564671999921
-0.77500000000000002,3.0793115624999987
-0.77000000000000002,2.9969204928000015
-0.76500000000000001,2.9100422270999973
-0.76000000000000001,2.8189307904000085
-0.755,2.7238352997000019
-0.75,2.625
-0.745,2.5226643003000038
-0.73999999999999999,2.4170628095999964
-0.73499999999999999,2.3084253729000013
-0.72999999999999998,2.1969771071999999
-0.72499999999999998,2.0829384374999957
-0.71999999999999997,1.9665251328000055
-0.71500000000000008,1.8479483421000014
-0.70999999999999996,1.7274146304000042
-0.70500000000000007,1.6051260147000042
-0.69999999999999996,1.4812799999999959
-0.69500000000000006,1.3560696153000036
-0.68999999999999995,1.229683449600004
-0.68500000000000005,1.1023056878999986
-0.67999999999999994,0.97411614720000372
-0.67500000000000004,0.84529031250000308
-0.66999999999999993,0.71599937279999715
-0.66500000000000004,0.58641025709999761
-0.65999999999999992,0.45668567039999886
-0.65500000000000003,0.3269841297000009
-0.65000000000000002,0.19746000000000308
-0.64500000000000002,0.068263530299999431
-0.64000000000000001,-0.060459110399996518
-0.63500000000000001,-0.18856579710000254
-0.63,-0.31591841280000121
-0.625,-0.4423828125
-0.62,-0.56782878720000074
-0.61499999999999999,-0.69213002790000644
-0.60999999999999999,-0.81516408960000142
-0.60499999999999998,-0.93681235530000162
-0.59999999999999998,-1.0569599999999979
-0.59499999999999997,-1.1754959546999983
-0.59000000000000008,-1.2923128703999982
-0.58499999999999996,-1.4073070821000009
-0.58000000000000007,-1.5203785727999994
-0.57499999999999996,-1.6314309375000038
-0.57000000000000006,-1.7403713472000018
-0.56499999999999995,-1.8471105129000023
-0.56000000000000005,-1.9515626495999996
-0.55499999999999994,-2.0536454403000013
-0.55000000000000004,-2.153279999999997
-0.54499999999999993,-2.2503908397000014
-0.54000000000000004,-2.3449058303999979
-0.53499999999999992,-2.4367561671000035
-0.53000000000000003,-2.5258763327999993
-0.52500000000000002,-2.6122040624999987
-0.52000000000000002,-2.6956803071999977
-0.51500000000000001,-2.7762491979000004
-0.51000000000000001,-2.8538580096000024
-0.505,-2.9284571252999996
-0.5,-3
-0.495,-3.0684431247000004
-0.48999999999999999,-3.1337459904000018
-0.48499999999999999,-3.1958710520999984
-0.47999999999999998,-3.2547836927999994
-0.47499999999999998,-3.3104521875000019
-0.46999999999999997,-3.3628476672000005
-0.46499999999999997,-3.411944082899999
-0.45999999999999996,-3.4577181695999997
-0.45499999999999996,-3.5001494103000006
-0.44999999999999996,-3.5392200000000034
-0.44499999999999995,-3.5749148096999996
-0.43999999999999995,-3.6072213504000006
-0.43500000000000005,-3.6361297370999996
-0.43000000000000005,-3.6616326528000016
-0.42500000000000004,-3.6837253124999987
-0.42000000000000004,-3.7024054271999991
-0.41500000000000004,-3.7176731678999992
-0.41000000000000003,-3.7295311296000007
-0.40500000000000003,-3.7379842953000004
-0.40000000000000002,-3.7430399999999988
-0.39500000000000002,-3.744707894699999
-0.39000000000000001,-3.7429999104000027
-0.38500000000000001,-3.7379302220999993
-0.38,-3.7295152127999986
-0.375,-3.7177734375
-0.37,-3.7027255872000024
-0.36499999999999999,-3.6843944528999995
-0.35999999999999999,-3.6628048895999985
-0.35499999999999998,-3.6379837802999995
-0.34999999999999998,-3.6099600000000009
-0.34499999999999997,-3.5787643796999995
-0.33999999999999997,-3.5444296703999978
-0.33499999999999996,-3.5069905071000003
-0.32999999999999996,-3.4664833727999995
-0.32499999999999996,-3.4229465624999995
-0.31999999999999995,-3.3764201471999984
-0.31499999999999995,-3.3269459378999997
-0.31000000000000005,-3.2745674496000001
-0.30500000000000005,-3.2193298653000006
-0.30000000000000004,-3.161280000000001
-0.29500000000000004,-3.1004662646999996
-0.29000000000000004,-3.0369386304000008
-0.28500000000000003,-2.9707485921000014
-0.28000000000000003,-2.9019491328000004
-0.27500000000000002,-2.8305946874999997
-0.27000000000000002,-2.7567411071999999
-0.26500000000000001,-2.6804456228999998
-0.26000000000000001,-2.6017668096000004
-0.255,-2.5207645502999991
-0.25,-2.4375
-0.245,-2.3520355497000018
-0.23999999999999999,-2.2644347903999997
-0.23499999999999999,-2.1747624770999989
-0.22999999999999998,-2.0830844927999985
-0.22499999999999998,-1.9894678125000005
-0.21999999999999997,-1.8939804671999996
-0.21499999999999997,-1.7966915078999999
-0.20999999999999996,-1.6976709695999994
-0.20499999999999996,-1.5969898352999996
-0.19999999999999996,-1.49472
-0.19499999999999995,-1.3909342346999987
-0.18999999999999995,-1.2857061503999994
-0.18500000000000005,-1.1791101621000006
-0.18000000000000005,-1.071221452800001
-0.17500000000000004,-0.96211593750000102
-0.17000000000000004,-0.85187022720000094
-0.16500000000000004,-0.74056159290000068
-0.16000000000000003,-0.62826792960000066
-0.15500000000000003,-0.51506772030000025
-0.15000000000000002,-0.40104000000000006
-0.14500000000000002,-0.28626431970000032
-0.14000000000000001,-0.17082071040000013
-0.13500000000000001,-0.054789647099999783
-0.13,0.061747987199999965
-0.125,0.1787109375
-0.12,0.29601761280000094
-0.11499999999999999,0.4135861220999999
-0.10999999999999999,0.53133431040000012
-0.10499999999999998,0.64917979469999976
-0.099999999999999978,0.76704000000000061
-0.094999999999999973,0.8848321953000009
-0.089999999999999969,1.0024735296000005
-0.084999999999999964,1.1198810679000006
-0.07999999999999996,1.2369718272000005
-0.074999999999999956,1.353662812500001
-0.069999999999999951,1.4698710528000012
-0.064999999999999947,1.5855136371000009
-0.060000000000000053,1.7005077503999986
-0.055000000000000049,1.8147707096999988
-0.050000000000000044,1.9282199999999992
-0.04500000000000004,2.0407733102999992
-0.040000000000000036,2.1523485695999982
-0.035000000000000031,2.2628639828999981
-0.030000000000000027,2.3722380671999992
-0.025000000000000022,2.4803896875000002
-0.020000000000000018,2.5872380928000003
-0.015000000000000013,2.6927029521000003
-0.010000000000000009,2.7967043903999995
-0.0050000000000000044,2.8991630247
0,3
0.0049999999999998934,3.0991370252999979
0.010000000000000009,3.1964964095999999
0.014999999999999902,3.2920010978999983
0.020000000000000018,3.3855747072000009
0.024999999999999911,3.4771415624999982
0.030000000000000027,3.5666267328000001
0.03499999999999992,3.6539560670999984
0.040000000000000036,3.7390562304000001
0.044999999999999929,3.8218547396999991
0.050000000000000044,3.9022800000000006
0.054999999999999938,3.9802613402999989
0.060000000000000053,4.0557290496
0.064999999999999947,4.1286144128999993
0.070000000000000062,4.1988497472000006
0.074999999999999956,4.2663684375000006
0.080000000000000071,4.3311049728000013
0.084999999999999964,4.3929949820999994
0.09000000000000008,4.4519752704000002
0.094999999999999973,4.5079838546999991
0.10000000000000009,4.5609600000000006
0.10499999999999998,4.6108442553
0.1100000000000001,4.6575784896000005
0.11499999999999999,4.7011059279000005
0.12000000000000011,4.7413711872000013
0.125,4.7783203125
0.12999999999999989,4.8119008127999994
0.13500000000000001,4.8420616971000001
0.1399999999999999,4.8687535103999995
0.14500000000000002,4.8919283697000004
0.14999999999999991,4.9115399999999987
0.15500000000000003,4.9275437702999998
0.15999999999999992,4.9398967295999991
0.16500000000000004,4.9485576429
0.16999999999999993,4.9534870272000004
0.17500000000000004,4.9546471874999991
0.17999999999999994,4.9520022528000016
0.18500000000000005,4.9455182120999996
0.18999999999999995,4.9351629504000005
0.19500000000000006,4.9209062847000009
0.19999999999999996,4.9027200000000004
0.20500000000000007,4.8805778853000001
0.20999999999999996,4.8544557695999995
0.21500000000000008,4.824331557899999
0.21999999999999997,4.7901852672
0.22500000000000009,4.7519990624999995
0.22999999999999998,4.7097572928
0.2350000000000001,4.6634465270999987
0.23999999999999999,4.6130555904000001
0.24500000000000011,4.5585755996999993
0.25,4.5
0.25499999999999989,4.4373246003000002
0.26000000000000001,4.3705476095999991
0.2649999999999999,4.2996696729000021
0.27000000000000002,4.2246939072000007
0.27499999999999991,4.1456259375000011
0.28000000000000003,4.0624739327999997
0.28499999999999992,3.9752486421000017
0.29000000000000004,3.8839634303999988
0.29499999999999993,3.7886343147000012
0.30000000000000004,3.6892799999999992
0.30499999999999994,3.585921915300001
0.31000000000000005,3.4785842495999981
0.31499999999999995,3.3672939879000019
0.32000000000000006,3.2520809471999979
0.32499999999999996,3.132977812500001
0.33000000000000007,3.0100201727999987
0.33499999999999996,2.8832465571000001
0.34000000000000008,2.7526984703999973
0.34499999999999997,2.6184204297000004
0.35000000000000009,2.4804599999999963
0.35499999999999998,2.3388678302999995
0.3600000000000001,2.1936976895999978
0.36499999999999999,2.0450065029000006
0.37000000000000011,1.8928543871999963
0.375,1.7373046875
0.37999999999999989,1.5784240128000038
0.38500000000000001,1.4162822720999992
0.3899999999999999,1.2509527104000027
0.39500000000000002,1.0825119446999985
0.39999999999999991,0.9110400000000034
0.40500000000000003,0.73662034529999953
0.40999999999999992,0.55933992960000367
0.41500000000000004,0.37928921789999848
0.41999999999999993,0.19656222720000294
0.42500000000000004,0.011256562499998068
0.42999999999999994,-0.17652654719999994
0.43500000000000005,-0.36668221290000247
0.43999999999999995,-0.55910184959999842
0.44500000000000006,-0.75367314030000188
0.44999999999999996,-0.95027999999999579
0.45500000000000007,-1.1488025397000019
0.45999999999999996,-1.3491170303999986
0.46500000000000008,-1.5510958671000035
0.46999999999999997,-1.7546075327999988
0.47500000000000009,-1.9595165625000028
0.47999999999999998,-2.1656835072000007
0.4850000000000001,-2.3729648979000024
0.48999999999999999,-2.5812132095999978
0.49500000000000011,-2.7902768253000034
0.5,-3
0.50499999999999989,-3.2102228246999962
0.51000000000000001,-3.4207811903999987
0.5149999999999999,-3.6315067520999955
0.52000000000000002,-3.8422268928000021
0.52499999999999991,-4.0527646874999954
0.53000000000000003,-4.2629388672000017
0.53499999999999992,-4.4725637828999947
0.54000000000000004,-4.6814493696000019
0.54499999999999993,-4.8894011102999961
0.55000000000000004,-5.0962200000000051
0.55499999999999994,-5.3017025096999992
0.56000000000000005,-5.5056405504000008
0.56499999999999995,-5.7078214370999962
0.57000000000000006,-5.908027852800001
0.57499999999999996,-6.1060378124999959
0.58000000000000007,-6.3016246272000016
0.58499999999999996,-6.4945568678999992
0.59000000000000008,-6.6845983296000036
0.59499999999999997,-6.8715079953000018
0.60000000000000009,-7.0550400000000044
0.60499999999999998,-7.2349435946999989
0.6100000000000001,-7.4109631104000009
0.61499999999999999,-7.5828379220999933
0.62000000000000011,-7.7503024128000071
0.625,-7.9130859375
0.62999999999999989,-8.0709127871999939
0.63500000000000001,-8.2235021528999965
0.6399999999999999,-8.3705680896000008
0.64500000000000002,-8.5118194802999998
0.64999999999999991,-8.64696
0.65500000000000003,-8.7756880797000001
0.65999999999999992,-8.8976968703999972
0.66500000000000004,-9.0126742070999981
0.66999999999999993,-9.1203025727999982
0.67500000000000004,-9.220259062500002
0.67999999999999994,-9.3122153472000022
0.68500000000000005,-9.3958376378999979
0.68999999999999995,-9.4707866496000044
0.69500000000000006,-9.5367175653000036
0.69999999999999996,-9.5932799999999983
0.70500000000000007,-9.6401179647000035
0.70999999999999996,-9.6768698304000065
0.71500000000000008,-9.7031682920999991
0.71999999999999997,-9.7186403328000068
0.72500000000000009,-9.7229071875000042
0.72999999999999998,-9.7155843072000039
0.7350000000000001,-9.6962813228999956
0.73999999999999999,-9.6646020095999958
0.74500000000000011,-9.6201442502999956
0.75,-9.5625
0.75499999999999989,-9.4912552497000053
0.76000000000000001,-9.405989990400009
0.7649999999999999,-9.3062781771000012
0.77000000000000002,-9.191687692800004
0.77499999999999991,-9.0617803125000052
0.78000000000000003,-8.9161116671999885
0.78499999999999992,-8.754231207900002
0.79000000000000004,-8.5756821695999967
0.79499999999999993,-8.3800015352999981
0.80000000000000004,-8.1667199999999944
0.80499999999999994,-7.9353619347000075
0.81000000000000005,-7.6854453503999931
0.81499999999999995,-7.4164818621000048
0.82000000000000006,-7.1279766527999886
0.82499999999999996,-6.819428437500008
0.83000000000000007,-6.4903294271999981
0.83499999999999996,-6.1401652928999999
0.84000000000000008,-5.7684151296000028
0.84499999999999997,-5.3745514203000049
0.85000000000000009,-4.9580399999999925
0.85499999999999998,-4.5183400197000001
0.8600000000000001,-4.0549039103999851
0.86499999999999999,-3.5671773471000003
0.87000000000000011,-3.0545992127999888
0.875,-2.5166015625
0.87999999999999989,-1.9526095872000058
0.88500000000000001,-1.3620415778999915
0.8899999999999999,-0.74430888960002051
0.89500000000000002,-0.098815905300007501
0.89999999999999991,0.575039999999996
0.90500000000000003,1.2778684953000061
0.90999999999999992,2.0102863295999844
0.91500000000000004,2.7729173679000159
0.91999999999999993,3.5663926271999822
0.92500000000000004,4.3913503124999966
0.92999999999999994,5.2484358527999788
0.93500000000000005,6.1383019371000076
0.93999999999999995,7.0616085504000026
0.94500000000000006,8.0190230097000121
0.94999999999999996,9.0112200000000051
0.95500000000000007,10.038881610300017
0.95999999999999996,11.102697369599996
0.96500000000000008,12.203364282900012
0.96999999999999997,13.341586867199982
0.97500000000000009,14.518077187500019
0.97999999999999998,15.733554892800001
0.9850000000000001,16.988747252100023
0.98999999999999999,18.284389190399992
0.99500000000000011,19.621223324700047
1,21
